@relation aggregate

@attribute r numeric
@attribute d numeric
@attribute dToCritical numeric
@attribute dToDesirable numeric
@attribute hasLM numeric
@attribute Label {N,Y}

@data
0,0,-1,7,0.33,N
0,0.01,-1,6,0.17,N
0,0.02,-1,5,0.17,N
0,0.07,-1,4,0.33,N
0,0.22,-1,3,0.17,N
0,0.33,-1,3,0.17,N
0,0.5,-1,1,0,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0.35,0.01,4,11,0.33,N
0.26,0.01,3,9,0.17,N
0,0.01,9,16,0.17,N
0.01,0.03,8,15,0.33,N
0.02,0.08,7,14,0.17,N
0.05,0.03,7,15,0.17,N
0,1,-1,0,0.33,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,17,0.33,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,16,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0.35,0.01,4,11,0.33,N
0.26,0.01,3,9,0.17,N
0,0.01,9,16,0.17,N
0.01,0.03,8,15,0.33,N
0.02,0.08,7,14,0.17,N
0.05,0.03,7,15,0.17,N
0,1,-1,0,0.33,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,17,0.33,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,16,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0.35,0.01,4,11,0.33,N
0.26,0.01,3,9,0.17,N
0,0.01,9,16,0.17,N
0.01,0.03,8,15,0.33,N
0.02,0.08,7,14,0.17,N
0.03,0.01,5,15,0.17,N
0.04,0.03,8,15,0.17,N
0,1,-1,0,0.33,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,16,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,17,0.33,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0.35,0.01,4,11,0.33,N
0.26,0.01,3,9,0.17,N
0,0.01,9,16,0.17,N
0.01,0.03,8,15,0.33,N
0.02,0.08,7,14,0.17,N
0.03,0.01,5,15,0.17,N
0.04,0.03,8,15,0.17,N
0,1,-1,0,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,17,0.33,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,16,0.17,N
0,1,-1,0,0.17,N
0.06,0.01,3,9,0.33,N
0.11,0.01,2,8,0.5,N
0.3,0.01,4,8,0.33,N
0.33,0.01,1,6,0.33,N
0.01,0,8,20,0.33,N
0.02,0,6,18,0.33,N
0.06,0,5,17,0.17,N
0.03,0.08,5,7,0.17,N
0,0.02,-1,17,0,N
0,1,-1,0,0.17,N
0.08,0.01,2,8,0.5,N
0.02,0.01,6,12,0.33,N
0.02,0.01,5,11,0.17,N
0.07,0,5,18,0.33,N
0.2,0,4,17,0.5,N
0.61,0.01,3,16,0.33,N
0.33,0.01,2,16,0.33,N
0,1,-1,0,0.33,N
0.08,0.01,2,8,0.5,N
0.3,0.01,4,8,0.33,N
0.33,0.01,1,6,0.33,N
0.01,0,8,20,0.33,N
0.02,0,6,18,0.33,N
0.06,0,5,17,0.17,N
0.04,0.01,5,16,0,N
0,1,-1,0,0.17,N
0.08,0.01,2,8,0.5,N
0.3,0.01,4,8,0.33,N
1,0,0,-1,0.33,Y
0,0.01,9,8,0.33,N
0.01,0,10,19,0.33,N
0.02,0,8,17,0.33,N
0.06,0,7,16,0.17,N
0.04,0.02,7,15,0,N
0,1,-1,0,0.17,N
0.08,0.01,2,8,0.5,N
0.3,0.01,4,8,0.33,N
0.33,0.01,1,6,0.33,N
0.01,0,8,20,0.33,N
0.02,0,6,18,0.33,N
0.06,0,5,17,0.17,N
0.03,0.08,5,7,0.17,N
0,0.02,-1,17,0,N
0,1,-1,0,0.17,N
0.06,0.01,3,9,0.33,N
0.11,0.01,2,8,0.5,N
0.02,0.01,6,12,0.33,N
0.02,0.01,5,11,0.17,N
0.07,0,5,18,0.33,N
0.2,0,4,17,0.5,N
0.61,0.01,3,16,0.33,N
0.33,0.01,2,16,0.33,N
0,1,-1,0,0.33,N
0.06,0.01,3,9,0.33,N
0.11,0.01,2,8,0.5,N
0.3,0.01,4,8,0.33,N
1,0,0,-1,0.33,Y
0,0.01,9,8,0.33,N
0.01,0,10,19,0.33,N
0.02,0,8,17,0.33,N
0.06,0,7,16,0.17,N
0.04,0.02,7,15,0,N
0,1,-1,0,0.17,N
0.08,0.01,2,8,0.5,N
0.3,0.01,4,8,0.33,N
1,0,0,-1,0.33,Y
0,0.01,9,8,0.33,N
0.01,0,10,19,0.33,N
0.02,0,8,17,0.33,N
0.06,0,7,16,0.17,N
0.04,0.06,6,9,0.17,N
0.07,0.03,7,16,0,N
0,1,-1,0,0.17,N
0.06,0.01,3,9,0.33,N
0.11,0.01,2,8,0.5,N
0.3,0.01,4,8,0.33,N
0.33,0.01,1,6,0.33,N
0.01,0,8,20,0.33,N
0.02,0,6,18,0.33,N
0.06,0,5,17,0.17,N
0.04,0.01,5,16,0,N
0,1,-1,0,0.17,N
0.06,0.01,3,9,0.33,N
0.11,0.01,2,8,0.5,N
0.3,0.01,4,8,0.33,N
1,0,0,-1,0.33,Y
0,0.01,9,8,0.33,N
0.01,0,10,19,0.33,N
0.02,0,8,17,0.33,N
0.06,0,7,16,0.17,N
0.04,0.06,6,9,0.17,N
0.07,0.03,7,16,0,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0.35,0.01,4,11,0.33,N
0.26,0.01,3,9,0.17,N
0,0.01,9,16,0.17,N
0.01,0.03,8,15,0.33,N
0.02,0.08,7,14,0.17,N
0.05,0.03,7,15,0.17,N
0,1,-1,0,0.33,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,17,0.33,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,16,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0.35,0.01,4,11,0.33,N
0.26,0.01,3,9,0.17,N
0,0.01,9,16,0.17,N
0.01,0.03,8,15,0.33,N
0.02,0.08,7,14,0.17,N
0.05,0.03,7,15,0.17,N
0,1,-1,0,0.33,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,17,0.33,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,16,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0.35,0.01,4,11,0.33,N
0.26,0.01,3,9,0.17,N
0,0.01,9,16,0.17,N
0.01,0.03,8,15,0.33,N
0.02,0.08,7,14,0.17,N
0.03,0.01,5,15,0.17,N
0.04,0.03,8,15,0.17,N
0,1,-1,0,0.33,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,16,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,17,0.33,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0,0.02,-1,9,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.15,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,11,0.33,N
0,0.01,-1,8,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.13,0.01,6,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,9,0.17,N
0.03,0,5,11,0.33,N
0.11,0,8,19,0.33,N
0.11,0,7,18,0.5,N
0.11,0,7,17,0.33,N
0.22,0,6,16,0.5,N
0.45,0.01,5,15,0.33,N
0.33,0.01,1,15,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0.35,0.01,4,11,0.33,N
0.26,0.01,3,9,0.17,N
0,0.01,9,16,0.17,N
0.01,0.03,8,15,0.33,N
0.02,0.08,7,14,0.17,N
0.03,0.01,5,15,0.17,N
0.04,0.03,8,15,0.17,N
0,1,-1,0,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
0,0,-1,17,0.33,N
0,0,-1,16,0.5,N
0,0.01,-1,15,0.33,N
0.33,0.01,1,15,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0,0.01,-1,10,0.33,N
0,0.01,-1,9,0.5,N
0,0.02,-1,9,0.33,N
0,0.01,-1,12,0.33,N
0,0,-1,18,0.5,N
