ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
MOVE PLACE_2_3 PLACE_3_3,0.83,0.55,0.86,0.62,0.23,0.23,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.75,0.67,0.78,0.71,0.23,0.23,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.6,0.55,0.69,0.62,0.22,0.22,8.0,8.0,0.43,0.43,0.56,0.56,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.55,0.55,0.62,0.62,0.22,0.22,8.0,8.0,0.21,0.5,0.38,0.62,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.36,0.36,0.33,0.33,0.36,0.22,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.46,0.36,0.53,0.33,0.18,0.36,10.0,8.0,0.39,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.86,0.86,0.88,0.88,0.23,0.23,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.75,0.67,0.78,0.71,0.23,0.23,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.6,0.55,0.69,0.62,0.22,0.22,8.0,8.0,0.43,0.43,0.56,0.56,2.0,N
MOVE PLACE_3_5 PLACE_4_5,0.47,0.4,0.62,0.5,0.22,0.23,8.0,8.0,0.21,0.21,0.44,0.38,2.0,N
MOVE PLACE_4_5 PLACE_4_6,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_4_6 PLACE_4_7,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_4_7 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.86,0.86,0.88,0.88,0.23,0.23,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.77,0.77,0.8,0.8,0.23,0.23,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.67,0.67,0.71,0.71,0.23,0.23,8.0,8.0,0.43,0.43,0.56,0.56,2.0,N
MOVE PLACE_2_6 PLACE_3_6,0.55,0.55,0.62,0.62,0.22,0.22,8.0,8.0,0.21,0.5,0.38,0.62,2.0,N
MOVE PLACE_3_6 PLACE_4_6,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_4_6 PLACE_4_7,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_4_7 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.86,0.86,0.88,0.88,0.23,0.23,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.77,0.77,0.8,0.8,0.23,0.23,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_2_5 PLACE_3_5,0.6,0.55,0.69,0.62,0.22,0.22,8.0,8.0,0.43,0.43,0.56,0.56,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.55,0.55,0.62,0.62,0.22,0.22,8.0,8.0,0.21,0.5,0.38,0.62,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.36,0.36,0.33,0.33,0.36,0.22,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.46,0.36,0.53,0.33,0.18,0.36,10.0,8.0,0.39,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.86,0.86,0.88,0.88,0.23,0.23,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.75,0.67,0.78,0.71,0.23,0.23,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.6,0.55,0.69,0.62,0.22,0.22,8.0,8.0,0.43,0.43,0.56,0.56,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.55,0.55,0.62,0.62,0.22,0.22,8.0,8.0,0.21,0.5,0.38,0.62,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.36,0.36,0.33,0.33,0.36,0.22,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.46,0.36,0.53,0.33,0.18,0.36,10.0,8.0,0.39,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.86,0.86,0.88,0.88,0.23,0.23,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.77,0.77,0.8,0.8,0.23,0.23,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_2_5 PLACE_3_5,0.6,0.55,0.69,0.62,0.22,0.22,8.0,8.0,0.43,0.43,0.56,0.56,2.0,N
MOVE PLACE_3_5 PLACE_4_5,0.47,0.4,0.62,0.5,0.22,0.23,8.0,8.0,0.21,0.21,0.44,0.38,2.0,N
MOVE PLACE_4_5 PLACE_4_6,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_4_6 PLACE_4_7,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_4_7 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.86,0.86,0.88,0.88,0.23,0.23,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.75,0.67,0.78,0.71,0.23,0.23,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.6,0.55,0.69,0.62,0.22,0.22,8.0,8.0,0.43,0.43,0.56,0.56,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.55,0.55,0.62,0.62,0.22,0.22,8.0,8.0,0.21,0.5,0.38,0.62,2.0,N
MOVE PLACE_3_6 PLACE_4_6,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_4_6 PLACE_4_7,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_4_7 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.83,0.8,0.86,0.83,0.26,0.29,7.0,6.0,0.25,0.2,0.43,0.42,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.67,0.67,0.75,0.73,0.25,0.29,7.0,6.0,0.33,0.3,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.6,0.44,0.67,0.4,0.25,0.29,7.0,6.0,0.08,0.0,0.29,0.25,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.17,0.1,0.36,0.33,2.0,N
MOVE PLACE_3_6 PLACE_4_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.25,0.0,0.43,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.76,0.67,0.8,0.73,0.25,0.29,7.0,6.0,0.25,0.2,0.43,0.42,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.67,0.67,0.75,0.73,0.25,0.29,7.0,6.0,0.33,0.3,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.6,0.44,0.67,0.4,0.25,0.29,7.0,6.0,0.08,0.0,0.29,0.25,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.17,0.1,0.36,0.33,2.0,N
MOVE PLACE_3_6 PLACE_4_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.25,0.0,0.43,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.83,0.8,0.86,0.83,0.26,0.29,7.0,6.0,0.25,0.2,0.43,0.42,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.67,0.67,0.75,0.73,0.25,0.29,7.0,6.0,0.33,0.3,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.6,0.44,0.67,0.4,0.25,0.29,7.0,6.0,0.08,0.0,0.29,0.25,2.0,N
MOVE PLACE_3_5 PLACE_4_5,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.17,0.1,0.36,0.33,2.0,N
MOVE PLACE_4_5 PLACE_4_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.25,0.0,0.43,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.83,0.8,0.86,0.83,0.26,0.29,7.0,6.0,0.25,0.2,0.43,0.42,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.73,0.67,0.77,0.73,0.25,0.29,7.0,6.0,0.33,0.0,0.5,0.17,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.49,0.44,0.58,0.4,0.4,0.44,7.0,6.0,0.08,0.0,0.29,0.25,2.0,N
MOVE PLACE_2_6 PLACE_3_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.17,0.1,0.36,0.33,2.0,N
MOVE PLACE_3_6 PLACE_4_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.25,0.0,0.43,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.76,0.67,0.8,0.73,0.25,0.29,7.0,6.0,0.25,0.2,0.43,0.42,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.67,0.67,0.75,0.73,0.25,0.29,7.0,6.0,0.33,0.3,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.6,0.44,0.67,0.4,0.25,0.29,7.0,6.0,0.08,0.0,0.29,0.25,2.0,N
MOVE PLACE_3_5 PLACE_4_5,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.17,0.1,0.36,0.33,2.0,N
MOVE PLACE_4_5 PLACE_4_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.25,0.0,0.43,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.76,0.67,0.8,0.73,0.25,0.29,7.0,6.0,0.25,0.2,0.43,0.42,2.0,N
MOVE PLACE_3_3 PLACE_4_3,0.6,0.5,0.67,0.6,0.25,0.37,7.0,6.0,0.33,0.0,0.5,0.17,2.0,N
MOVE PLACE_4_3 PLACE_4_4,0.47,0.44,0.67,0.4,0.25,0.45,7.0,6.0,0.17,0.0,0.36,0.25,2.0,N
MOVE PLACE_4_4 PLACE_4_5,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.17,0.1,0.36,0.33,2.0,N
MOVE PLACE_4_5 PLACE_4_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.25,0.0,0.43,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.76,0.67,0.8,0.73,0.25,0.29,7.0,6.0,0.25,0.2,0.43,0.42,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.67,0.67,0.75,0.73,0.25,0.29,7.0,6.0,0.33,0.3,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_4_4,0.44,0.44,0.67,0.4,0.25,0.45,7.0,6.0,0.17,0.0,0.36,0.25,2.0,N
MOVE PLACE_4_4 PLACE_4_5,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.17,0.1,0.36,0.33,2.0,N
MOVE PLACE_4_5 PLACE_4_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.25,0.0,0.43,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.83,0.8,0.86,0.83,0.26,0.29,7.0,6.0,0.25,0.2,0.43,0.42,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.73,0.67,0.77,0.73,0.25,0.29,7.0,6.0,0.33,0.0,0.5,0.17,2.0,N
MOVE PLACE_2_5 PLACE_3_5,0.6,0.44,0.67,0.4,0.25,0.29,7.0,6.0,0.08,0.0,0.29,0.25,2.0,N
MOVE PLACE_3_5 PLACE_4_5,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.17,0.1,0.36,0.33,2.0,N
MOVE PLACE_4_5 PLACE_4_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.25,0.0,0.43,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.83,0.8,0.86,0.83,0.26,0.29,7.0,6.0,0.25,0.2,0.43,0.42,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.73,0.67,0.77,0.73,0.25,0.29,7.0,6.0,0.33,0.0,0.5,0.17,2.0,N
MOVE PLACE_2_5 PLACE_3_5,0.6,0.44,0.67,0.4,0.25,0.29,7.0,6.0,0.08,0.0,0.29,0.25,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.17,0.1,0.36,0.33,2.0,N
MOVE PLACE_3_6 PLACE_4_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.25,0.0,0.43,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.83,0.8,0.86,0.83,0.26,0.29,7.0,6.0,0.25,0.2,0.43,0.42,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.67,0.67,0.75,0.73,0.25,0.29,7.0,6.0,0.33,0.3,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_4_4,0.47,0.44,0.67,0.4,0.25,0.45,7.0,6.0,0.17,0.0,0.36,0.25,2.0,N
MOVE PLACE_4_4 PLACE_4_5,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.17,0.1,0.36,0.33,2.0,N
MOVE PLACE_4_5 PLACE_4_6,0.4,0.44,0.36,0.4,0.4,0.44,7.0,6.0,0.25,0.0,0.43,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.67,0.71,0.57,0.82,NaN,0.29,1.0,6.0,0.0,0.2,1.0,0.42,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.57,0.67,0.67,0.73,NaN,0.29,1.0,6.0,0.0,0.1,1.0,0.33,2.0,N
MOVE PLACE_3_4 PLACE_4_4,0.42,0.44,0.4,0.4,NaN,0.44,1.0,6.0,0.33,0.0,1.0,0.25,2.0,N
MOVE PLACE_4_4 PLACE_4_5,0.52,0.44,0.59,0.4,NaN,0.45,1.0,6.0,0.5,0.1,1.0,0.33,2.0,N
MOVE PLACE_4_5 PLACE_5_5,0.53,0.4,0.52,0.5,NaN,0.55,1.0,6.0,0.55,0.0,1.0,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.67,0.71,0.57,0.82,NaN,0.29,1.0,6.0,0.0,0.2,1.0,0.42,2.0,N
MOVE PLACE_3_3 PLACE_4_3,0.5,0.59,0.44,0.73,NaN,0.29,1.0,6.0,0.0,0.0,1.0,0.17,2.0,N
MOVE PLACE_4_3 PLACE_4_4,0.44,0.44,0.49,0.4,NaN,0.44,1.0,6.0,0.33,0.0,1.0,0.25,2.0,N
MOVE PLACE_4_4 PLACE_4_5,0.55,0.44,0.59,0.4,NaN,0.45,1.0,6.0,0.5,0.1,1.0,0.33,2.0,N
MOVE PLACE_4_5 PLACE_5_5,0.53,0.4,0.52,0.5,NaN,0.55,1.0,6.0,0.55,0.0,1.0,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.67,0.71,0.57,0.82,NaN,0.29,1.0,6.0,0.0,0.2,1.0,0.42,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.57,0.67,0.67,0.73,NaN,0.29,1.0,6.0,0.0,0.1,1.0,0.33,2.0,N
MOVE PLACE_3_4 PLACE_4_4,0.42,0.44,0.4,0.4,NaN,0.44,1.0,6.0,0.33,0.0,1.0,0.25,2.0,N
MOVE PLACE_4_4 PLACE_5_4,0.5,0.44,0.46,0.4,NaN,0.45,1.0,6.0,0.5,0.1,1.0,0.33,2.0,N
MOVE PLACE_5_4 PLACE_5_5,0.53,0.44,0.52,0.5,NaN,0.55,1.0,6.0,0.55,0.0,1.0,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.67,0.8,0.57,0.83,NaN,0.29,1.0,6.0,0.0,0.2,1.0,0.42,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.67,0.67,0.6,0.73,NaN,0.29,1.0,6.0,0.0,0.1,1.0,0.33,2.0,N
MOVE PLACE_3_4 PLACE_4_4,0.4,0.44,0.4,0.4,NaN,0.44,1.0,6.0,0.33,0.0,1.0,0.25,2.0,N
MOVE PLACE_4_4 PLACE_4_5,0.62,0.44,0.57,0.4,NaN,0.45,1.0,6.0,0.5,0.1,1.0,0.33,2.0,N
MOVE PLACE_4_5 PLACE_5_5,0.53,0.4,0.5,0.5,NaN,0.55,1.0,6.0,0.55,0.0,1.0,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.67,0.71,0.57,0.82,NaN,0.29,1.0,6.0,0.0,0.2,1.0,0.42,2.0,N
MOVE PLACE_3_3 PLACE_4_3,0.5,0.59,0.44,0.73,NaN,0.29,1.0,6.0,0.0,0.0,1.0,0.17,2.0,N
MOVE PLACE_4_3 PLACE_4_4,0.44,0.44,0.49,0.4,NaN,0.44,1.0,6.0,0.33,0.0,1.0,0.25,2.0,N
MOVE PLACE_4_4 PLACE_5_4,0.5,0.44,0.46,0.4,NaN,0.45,1.0,6.0,0.5,0.1,1.0,0.33,2.0,N
MOVE PLACE_5_4 PLACE_5_5,0.53,0.44,0.52,0.5,NaN,0.55,1.0,6.0,0.55,0.0,1.0,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.67,0.71,0.57,0.82,NaN,0.29,1.0,6.0,0.0,0.2,1.0,0.42,2.0,N
MOVE PLACE_3_3 PLACE_4_3,0.5,0.59,0.44,0.73,NaN,0.29,1.0,6.0,0.0,0.0,1.0,0.17,2.0,N
MOVE PLACE_4_3 PLACE_5_3,0.55,0.44,0.5,0.4,NaN,0.45,1.0,6.0,0.08,0.0,1.0,0.25,2.0,N
MOVE PLACE_5_3 PLACE_5_4,0.5,0.44,0.46,0.4,NaN,0.45,1.0,6.0,0.5,0.1,1.0,0.33,2.0,N
MOVE PLACE_5_4 PLACE_5_5,0.53,0.44,0.52,0.5,NaN,0.55,1.0,6.0,0.55,0.0,1.0,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.67,0.71,0.57,0.82,NaN,0.29,1.0,6.0,0.0,0.2,1.0,0.42,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.57,0.67,0.67,0.73,NaN,0.29,1.0,6.0,0.0,0.1,1.0,0.33,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.55,0.44,0.67,0.4,NaN,0.44,1.0,6.0,0.08,0.0,1.0,0.25,2.0,N
MOVE PLACE_3_5 PLACE_4_5,0.5,0.44,0.59,0.4,NaN,0.45,1.0,6.0,0.5,0.1,1.0,0.33,2.0,N
MOVE PLACE_4_5 PLACE_5_5,0.53,0.4,0.52,0.5,NaN,0.55,1.0,6.0,0.55,0.0,1.0,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.67,0.8,0.57,0.83,NaN,0.29,1.0,6.0,0.0,0.2,1.0,0.42,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.5,0.55,0.44,0.63,NaN,0.45,1.0,6.0,0.0,0.0,1.0,0.17,2.0,N
MOVE PLACE_2_5 PLACE_3_5,0.57,0.44,0.55,0.4,NaN,0.44,1.0,6.0,0.08,0.0,1.0,0.25,2.0,N
MOVE PLACE_3_5 PLACE_4_5,0.62,0.44,0.57,0.4,NaN,0.45,1.0,6.0,0.5,0.1,1.0,0.33,2.0,N
MOVE PLACE_4_5 PLACE_5_5,0.53,0.4,0.5,0.5,NaN,0.55,1.0,6.0,0.55,0.0,1.0,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.67,0.8,0.57,0.83,NaN,0.29,1.0,6.0,0.0,0.2,1.0,0.42,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.67,0.67,0.6,0.73,NaN,0.29,1.0,6.0,0.0,0.1,1.0,0.33,2.0,N
MOVE PLACE_3_4 PLACE_4_4,0.4,0.44,0.4,0.4,NaN,0.44,1.0,6.0,0.33,0.0,1.0,0.25,2.0,N
MOVE PLACE_4_4 PLACE_5_4,0.5,0.44,0.46,0.4,NaN,0.45,1.0,6.0,0.5,0.1,1.0,0.33,2.0,N
MOVE PLACE_5_4 PLACE_5_5,0.53,0.44,0.5,0.5,NaN,0.55,1.0,6.0,0.55,0.0,1.0,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.67,0.8,0.57,0.83,NaN,0.29,1.0,6.0,0.0,0.2,1.0,0.42,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.67,0.67,0.6,0.73,NaN,0.29,1.0,6.0,0.0,0.1,1.0,0.33,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.55,0.44,0.55,0.4,NaN,0.44,1.0,6.0,0.08,0.0,1.0,0.25,2.0,N
MOVE PLACE_3_5 PLACE_4_5,0.55,0.44,0.57,0.4,NaN,0.45,1.0,6.0,0.5,0.1,1.0,0.33,2.0,N
MOVE PLACE_4_5 PLACE_5_5,0.53,0.4,0.5,0.5,NaN,0.55,1.0,6.0,0.55,0.0,1.0,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.67,0.55,0.73,0.62,0.29,0.23,6.0,8.0,0.2,0.29,0.42,0.44,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.67,0.67,0.73,0.71,0.29,0.23,6.0,8.0,0.3,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.44,0.55,0.4,0.62,0.29,0.22,6.0,8.0,0.0,0.43,0.25,0.56,2.0,N
MOVE PLACE_3_5 PLACE_4_5,0.44,0.4,0.4,0.5,0.44,0.23,6.0,8.0,0.1,0.21,0.33,0.38,2.0,N
MOVE PLACE_4_5 PLACE_4_6,0.44,0.36,0.4,0.33,0.44,0.36,6.0,8.0,0.0,0.29,0.0,0.44,1.0,Y
MOVE PLACE_4_6 PLACE_4_7,0.36,0.36,0.33,0.33,0.36,0.36,6.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_4_7 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,6.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.8,0.86,0.83,0.88,0.29,0.23,6.0,8.0,0.2,0.29,0.42,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.67,0.77,0.73,0.8,0.29,0.23,6.0,8.0,0.0,0.36,0.17,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.44,0.67,0.4,0.71,0.44,0.23,6.0,8.0,0.0,0.43,0.25,0.56,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.55,0.55,0.62,0.62,0.22,0.22,8.0,8.0,0.21,0.21,0.38,0.38,2.0,N
MOVE PLACE_2_7 PLACE_3_7,0.36,0.36,0.33,0.33,0.22,0.22,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_7 PLACE_4_7,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_4_7 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.67,0.55,0.73,0.62,0.29,0.23,6.0,8.0,0.2,0.29,0.42,0.44,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.67,0.67,0.73,0.71,0.29,0.23,6.0,8.0,0.3,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.44,0.55,0.4,0.62,0.29,0.22,6.0,8.0,0.0,0.43,0.25,0.56,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.44,0.55,0.4,0.62,0.44,0.22,6.0,8.0,0.1,0.5,0.33,0.62,2.0,N
MOVE PLACE_3_6 PLACE_4_6,0.44,0.36,0.4,0.33,0.44,0.36,6.0,8.0,0.0,0.29,0.0,0.44,1.0,Y
MOVE PLACE_4_6 PLACE_4_7,0.36,0.36,0.33,0.33,0.36,0.36,6.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_4_7 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,6.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.8,0.86,0.83,0.88,0.29,0.23,6.0,8.0,0.2,0.29,0.42,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.67,0.77,0.73,0.8,0.29,0.23,6.0,8.0,0.0,0.36,0.17,0.5,2.0,N
MOVE PLACE_2_5 PLACE_3_5,0.44,0.55,0.4,0.62,0.29,0.22,6.0,8.0,0.0,0.43,0.25,0.56,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.44,0.55,0.4,0.62,0.44,0.22,6.0,8.0,0.1,0.5,0.33,0.62,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.36,0.36,0.33,0.33,0.22,0.22,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_7 PLACE_4_7,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_4_7 PLACE_4_8,0.31,0.36,0.29,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.8,0.86,0.83,0.88,0.29,0.23,6.0,8.0,0.2,0.29,0.42,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.67,0.77,0.73,0.8,0.29,0.23,6.0,8.0,0.0,0.36,0.17,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.44,0.67,0.4,0.71,0.44,0.23,6.0,8.0,0.0,0.43,0.25,0.56,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.55,0.55,0.62,0.62,0.22,0.22,8.0,8.0,0.21,0.21,0.38,0.38,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.57,0.36,0.62,0.33,0.19,0.36,10.0,8.0,0.56,0.29,0.65,0.44,2.0,N
MOVE PLACE_2_8 PLACE_3_8,0.46,0.36,0.53,0.33,0.18,0.36,10.0,8.0,0.61,0.36,0.7,0.5,2.0,N
