ob,r,d,dToCritical,dToDesirable,hasLM,Label
MOVE PLACE_0_0 PLACE_0_1,0.5,0.08,3,9,0.33,N
MOVE PLACE_0_1 PLACE_0_2,0.5,0.04,2,11,0.33,N
MOVE PLACE_0_2 PLACE_0_3,0.5,0.05,1,12,0.33,N
MOVE PLACE_0_3 PLACE_1_3,1.0,0.0,0,-1,0.33,Y
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.17,0.05,5,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,8,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.28,0.18,5,7,0.0,N
MOVE PLACE_1_0 PLACE_1_1,0.47,0.18,5,9,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.5,0.04,1,11,0.0,N
MOVE PLACE_1_2 PLACE_1_3,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.17,0.05,5,8,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.1,5,6,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.06,0.13,4,7,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.21,0.5,3,1,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.08,5,8,1.0,N
MOVE PLACE_0_0 PLACE_0_1,0.31,0.03,5,9,0.67,N
MOVE PLACE_0_1 PLACE_0_2,0.31,0.03,5,10,0.67,N
MOVE PLACE_0_2 PLACE_0_3,0.31,0.03,5,11,0.67,N
MOVE PLACE_0_3 PLACE_1_3,1.0,0.0,0,-1,0.67,Y
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.67,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.17,0.05,5,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,8,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.28,0.18,5,7,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.12,7,7,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.07,0.12,10,9,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.07,0.13,10,8,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.09,0.3,9,7,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.09,0.3,10,7,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.17,0.05,5,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,8,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.28,0.18,5,7,0.0,N
MOVE PLACE_1_0 PLACE_1_1,0.47,0.18,5,9,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.5,0.04,1,11,0.0,N
MOVE PLACE_1_2 PLACE_1_3,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.17,0.05,5,8,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.1,5,6,0.33,N
MOVE PLACE_2_0 PLACE_3_0,0.06,0.11,8,8,0.33,N
MOVE PLACE_3_0 PLACE_3_1,0.06,0.12,8,7,0.33,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.12,0.29,7,6,0.33,N
MOVE PLACE_3_1 PLACE_3_2,0.12,0.29,8,6,0.33,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.17,0.05,5,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,8,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.1,0.06,7,9,0.33,N
MOVE PLACE_2_0 PLACE_3_0,0.06,0.06,9,11,0.33,N
MOVE PLACE_3_0 PLACE_3_1,0.06,0.06,9,10,0.33,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.1,0.14,9,9,0.33,N
MOVE PLACE_3_1 PLACE_3_2,0.1,0.14,10,10,0.33,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.17,0.05,5,8,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.0,0.17,-1,5,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.0,0.19,-1,5,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.19,-1,5,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.5,-1,3,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.5,-1,2,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.08,5,8,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_0_1,0.5,0.08,3,9,0.33,N
MOVE PLACE_0_1 PLACE_0_2,0.5,0.04,2,11,0.33,N
MOVE PLACE_0_2 PLACE_0_3,0.5,0.05,1,12,0.33,N
MOVE PLACE_0_3 PLACE_1_3,1.0,0.0,0,-1,0.33,Y
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.04,7,9,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.17,0.11,6,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.06,0.08,8,9,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.03,0.07,11,10,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.03,0.08,11,9,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.04,0.2,10,8,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.04,0.2,11,9,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.04,7,9,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.17,0.11,6,8,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.06,0.08,8,9,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.04,0.08,9,9,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.04,0.1,10,10,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.08,5,8,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.0,0.17,-1,5,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.0,0.19,-1,5,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.19,-1,5,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.5,-1,3,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.5,-1,2,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.08,5,8,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.1,5,6,0.33,N
MOVE PLACE_2_0 PLACE_3_0,0.06,0.11,8,8,0.33,N
MOVE PLACE_3_0 PLACE_3_1,0.06,0.12,8,7,0.33,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.12,0.29,7,6,0.33,N
MOVE PLACE_3_1 PLACE_3_2,0.12,0.29,8,6,0.33,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.08,5,8,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.12,0.05,6,8,0.67,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.05,7,9,0.67,N
MOVE PLACE_2_0 PLACE_2_1,0.06,0.06,8,10,0.67,N
MOVE PLACE_2_1 PLACE_2_2,0.5,0.5,2,1,0.67,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.67,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.08,5,8,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.1,5,6,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.06,0.13,4,7,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.21,0.5,3,1,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.17,0.05,5,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,8,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.28,0.18,5,7,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.12,7,7,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.22,0.15,7,8,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.25,0.18,2,8,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.04,7,9,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.07,0.04,8,10,0.33,N
MOVE PLACE_2_0 PLACE_3_0,0.04,0.04,10,12,0.33,N
MOVE PLACE_3_0 PLACE_3_1,0.04,0.04,10,11,0.33,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.07,0.09,10,10,0.33,N
MOVE PLACE_3_1 PLACE_3_2,0.07,0.09,11,11,0.33,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.17,0.05,5,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,8,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.1,0.06,7,9,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.11,0.07,6,10,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.19,0.17,3,9,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.17,0.05,5,8,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_0_1,0.5,0.08,3,9,0.33,N
MOVE PLACE_0_1 PLACE_0_2,0.5,0.04,2,11,0.33,N
MOVE PLACE_0_2 PLACE_0_3,0.5,0.05,1,12,0.33,N
MOVE PLACE_0_3 PLACE_1_3,1.0,0.0,0,-1,0.33,Y
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.33,N
MOVE PLACE_0_0 PLACE_1_0,0.04,0.02,8,10,0.67,N
MOVE PLACE_1_0 PLACE_2_0,0.03,0.02,9,11,0.67,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.02,10,12,0.67,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.5,-1,1,0.67,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.67,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.17,0.05,5,8,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.1,5,6,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.06,0.13,4,7,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.21,0.5,3,1,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.04,7,9,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.07,0.04,8,10,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.03,9,11,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.09,9,11,0.33,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.08,0.03,7,10,0.67,N
MOVE PLACE_1_0 PLACE_2_0,0.05,0.03,8,10,0.67,N
MOVE PLACE_2_0 PLACE_2_1,0.14,0.04,8,11,0.67,N
MOVE PLACE_2_1 PLACE_2_2,0.5,0.5,2,1,0.67,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.67,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.04,7,9,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.17,0.11,6,8,0.0,N
MOVE PLACE_1_0 PLACE_1_1,0.19,0.05,7,10,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.19,0.05,7,11,0.0,N
MOVE PLACE_1_2 PLACE_1_3,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.17,0.05,5,8,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.0,0.17,-1,5,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.19,-1,5,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.27,-1,6,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.17,0.05,5,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,8,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.28,0.18,5,7,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.12,7,7,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.22,0.15,7,8,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.25,0.18,2,8,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.08,5,8,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.0,0.17,-1,5,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.19,-1,5,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.27,-1,6,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.17,0.05,5,8,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.1,5,6,0.33,N
MOVE PLACE_2_0 PLACE_3_0,0.06,0.11,8,8,0.33,N
MOVE PLACE_3_0 PLACE_3_1,0.06,0.12,8,7,0.33,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.12,0.29,7,6,0.33,N
MOVE PLACE_3_1 PLACE_3_2,0.12,0.29,8,6,0.33,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.17,0.05,5,8,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.1,4,7,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.0,0.06,-1,6,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.21,3,6,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.0,0.17,-1,5,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.0,0.19,-1,5,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.0,0.19,-1,5,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.5,-1,3,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.5,-1,2,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.08,0.04,6,8,0.67,N
PICKUP PLACE_0_0 KEY_0,0.17,0.05,5,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,8,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.1,0.06,7,9,0.33,N
MOVE PLACE_2_0 PLACE_3_0,0.06,0.06,9,11,0.33,N
MOVE PLACE_3_0 PLACE_3_1,0.06,0.06,9,10,0.33,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.1,0.14,9,9,0.33,N
MOVE PLACE_3_1 PLACE_3_2,0.1,0.14,10,10,0.33,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.1,0.03,6,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.17,0.05,5,8,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,8,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.28,0.18,5,7,0.0,N
MOVE PLACE_1_0 PLACE_2_0,0.12,0.12,7,7,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.07,0.12,10,9,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.07,0.13,10,8,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.09,0.3,9,7,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.09,0.3,10,7,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,1.0,-1,1,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.12,0.04,5,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,0.06,0.04,7,10,0.67,N
MOVE PLACE_1_0 PLACE_2_0,0.02,0.06,10,11,0.67,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.04,11,12,0.67,N
MOVE PLACE_2_1 PLACE_2_2,0.02,0.05,14,14,0.67,N
MOVE PLACE_2_2 PLACE_2_3,0.02,0.04,13,13,0.67,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.67,N
PICKUP PLACE_0_0 KEY_1,0.12,0.04,5,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.05,4,9,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,9,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.09,9,10,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.06,10,11,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.1,13,12,0.33,N
MOVE PLACE_2_2 PLACE_1_2,0.06,0.14,8,9,0.33,N
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.13,0.03,5,10,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.02,4,10,0.33,N
PICKUP PLACE_0_0 KEY_1,0.5,0.05,3,9,0.33,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.18,4,7,0.0,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.0,0.19,-1,7,0.0,N
MOVE PLACE_1_0 PLACE_1_1,0.0,0.23,-1,7,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,1,0.0,N
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.12,0.04,5,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.05,4,9,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.05,3,9,0.33,N
MOVE PLACE_0_0 PLACE_0_1,0.5,0.05,2,10,0.0,N
MOVE PLACE_0_1 PLACE_0_2,0.5,0.05,1,11,0.0,N
MOVE PLACE_0_2 PLACE_0_3,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_0_3 PLACE_1_3,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.13,0.03,5,10,0.67,N
PICKUP PLACE_0_0 KEY_1,0.25,0.05,4,9,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,9,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.09,9,10,0.33,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.06,10,11,0.33,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.1,13,12,0.33,N
MOVE PLACE_2_2 PLACE_1_2,0.06,0.14,8,9,0.33,N
MOVE PLACE_1_2 PLACE_1_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_1,0.12,0.04,5,9,1.0,N
PICKUP PLACE_0_0 KEY_0,0.25,0.05,4,9,0.67,N
MOVE PLACE_0_0 PLACE_1_0,0.11,0.06,6,9,0.33,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.17,0.15,5,8,0.33,N
MOVE PLACE_1_0 PLACE_2_0,0.05,0.2,9,8,0.33,N
MOVE PLACE_2_0 PLACE_3_0,0.05,0.2,9,7,0.33,N
MOVE PLACE_3_0 PLACE_3_1,0.05,0.2,9,7,0.33,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.06,0.17,8,7,0.33,N
MOVE PLACE_3_1 PLACE_3_2,0.06,0.17,9,7,0.33,N
MOVE PLACE_3_2 PLACE_3_3,0.38,0.48,10,9,0.33,N
MOVE PLACE_3_3 PLACE_2_3,0.12,0.24,9,7,0.33,N
MOVE PLACE_2_3 PLACE_1_3,0.0,1.0,-1,0,0.33,N
PICKUP PLACE_0_0 KEY_0,0.13,0.03,5,10,0.67,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.25,0.02,4,10,0.33,N
PICKUP PLACE_0_0 KEY_1,0.5,0.05,3,9,0.33,N
MOVE PLACE_0_0 PLACE_1_0,0.33,0.18,4,7,0.0,N
